customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Location ID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude
0531-ZZJWQ,Male,1,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.0,4052.4,No,UXGYYT5322,1,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644
6537-QLGEX,Female,0,No,No,16,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,38.9,664.4,No,IYACMR9294,1,United States,California,Mammoth Lakes,93546,"37.550074, -118.837167",37.550074,-118.837167
2688-BHGOG,Male,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.55,718.55,No,GNKWWZ1155,1,United States,California,Olancha,93549,"36.296851, -117.865469",36.296851,-117.865469
7683-CBDKJ,Male,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.45,937.6,Yes,FDBFJB5876,1,United States,California,Palmdale,93550,"34.536232, -118.082935",34.536232,-118.082935
0946-CLJTI,Male,1,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5812.6,Yes,TWJNMQ3822,1,United States,California,Palmdale,93551,"34.613476, -118.256358",34.613476,-118.256358
3160-TYXLT,Male,0,No,No,53,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.3,2546.85,No,BFSMZH2618,1,United States,California,Palmdale,93552,"34.557711, -118.029441",34.557711,-118.029441
1325-USMEC,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.35,6944.5,No,JXNUOK5835,1,United States,California,Pearblossom,93553,"34.445239, -117.894868",34.445239,-117.894868
0916-QOFDP,Female,1,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.8,1346.3,No,NXKHIW9348,1,United States,California,Randsburg,93554,"35.405722, -117.773354",35.405722,-117.773354
0628-CNQRM,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,Yes,YLTXTE5855,1,United States,California,Temecula,92592,"33.507255, -117.029473",33.507255,-117.029473
5606-AMZBO,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.15,765.15,No,BWRZBT9999,1,United States,California,Rosamond,93560,"34.903052, -118.411251",34.903052,-118.411251
6199-IPCAO,Female,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.1,692.55,No,YCCNXV8564,1,United States,California,Tehachapi,93561,"35.073777, -118.652112",35.073777,-118.652112
7665-TOALD,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,KUCJWC8221,1,United States,California,Temecula,92592,"33.507255, -117.029473",33.507255,-117.029473
0112-QWPNC,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,84.35,4059.35,Yes,FEYVIJ6842,1,United States,California,Valyermo,93563,"34.39583, -117.734568",34.39583,-117.734568
0324-BRPCJ,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,6851.65,Yes,URRCZR6711,1,United States,California,Palmdale,93591,"34.598221, -117.79593",34.598221,-117.79593
2777-PHDEI,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.05,78.05,Yes,ZHVQYH7356,1,United States,California,Ahwahnee,93601,"37.375816, -119.739935",37.375816,-119.739935
5640-CAXOA,Female,0,No,No,30,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),40.35,1187.05,No,ZYIEXX4295,1,United States,California,Auberry,93602,"36.991762, -119.242874",36.991762,-119.242874
2235-EZAIK,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.2,5401.9,No,BJDBXM6916,1,United States,California,Badger,93603,"36.64545, -118.924982",36.64545,-118.924982
3847-BAERP,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.9,247,No,ZIHQMZ1535,1,United States,California,Bass Lake,93604,"37.458367, -119.345011",37.458367,-119.345011
1196-AMORA,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.6,520,Yes,NDDVQB2827,1,United States,California,Big Creek,93605,"37.17277, -119.2997",37.17277,-119.2997
4282-YMKNA,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,706.6,Yes,EZKNLB7329,1,United States,California,Biola,93606,"36.798882, -120.019511",36.798882,-120.019511
1453-RZFON,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,49.9,No,OHRWUE5317,1,United States,California,Cantua Creek,93608,"36.488056, -120.407691",36.488056,-120.407691
8263-OKETD,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.9,1370.35,No,QXODMH8678,1,United States,California,Caruthers,93609,"36.5276, -119.865999",36.5276,-119.865999
0670-KDOMA,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,No,UWUOAF8778,1,United States,California,Chowchilla,93610,"37.100948, -120.270136",37.100948,-120.270136
2476-YGEFM,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.0,2215.25,No,BLZUAG2169,1,United States,California,Clovis,93611,"36.917652, -119.593757",36.917652,-119.593757
8687-BAFGU,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.0,74,No,PUOEMA5158,1,United States,California,Clovis,93612,"36.814539, -119.711868",36.814539,-119.711868
0641-EVBOJ,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,82.3,214.4,No,KLHNUT7171,1,United States,California,Coarsegold,93614,"37.212191, -119.749323",37.212191,-119.749323
0829-XXPLX,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.4,1871.15,No,HFTUOQ7331,1,United States,California,Cutler,93615,"36.497895, -119.285484",36.497895,-119.285484
9974-JFBHQ,Male,0,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.15,6171.2,No,FZNRIJ3373,1,United States,California,Del Rey,93616,"36.657462, -119.595293",36.657462,-119.595293
5356-RHIPP,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,BYXCIK7672,1,United States,California,Dinuba,93618,"36.523619, -119.386868",36.523619,-119.386868
6624-JDRDS,Female,0,No,No,6,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.45,161.45,No,YWKAWR4623,1,United States,California,Dos Palos,93620,"37.045728, -120.630682",37.045728,-120.630682
0608-JDVEC,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.8,1013.2,No,KAJCMH6655,1,United States,California,Dunlap,93621,"36.789213, -119.140338",36.789213,-119.140338
9780-FKVVF,Male,0,No,No,6,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.15,336.7,No,VNVSEP4749,1,United States,California,Firebaugh,93622,"36.785618, -120.625382",36.785618,-120.625382
1919-RTPQD,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,333.65,No,BZVJSJ1564,1,United States,California,Fish Camp,93623,"37.483535, -119.679414",37.483535,-119.679414
5214-NLTIT,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),90.8,6511.8,No,EXKJRW8787,1,United States,California,Five Points,93624,"36.397745, -120.119911",36.397745,-120.119911
3345-PBBFH,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,393.45,No,MRXHTQ3434,1,United States,California,Fowler,93625,"36.625792, -119.672483",36.625792,-119.672483
5055-BRMNE,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),106.7,7009.5,No,VRQBJF4351,1,United States,California,Friant,93626,"37.027663, -119.69056",37.027663,-119.69056
9189-JWSHV,Female,1,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,Yes,TFVZNY7779,1,United States,California,Helm,93627,"36.520537, -120.118055",36.520537,-120.118055
2190-PHBHR,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),94.45,6921.7,No,YNDQZH2245,1,United States,California,Hume,93628,"36.807595, -118.901544",36.807595,-118.901544
2650-GYRYL,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.45,600.25,No,WNOAOP2717,1,United States,California,Kerman,93630,"36.727418, -120.123526",36.727418,-120.123526
0746-JTRFU,Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.05,56.35,Yes,UNOJLG8643,1,United States,California,Kingsburg,93631,"36.478239, -119.52137",36.478239,-119.52137
5208-FVQKB,Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.95,4664.15,No,UABPCF3994,1,United States,California,Lakeshore,93634,"37.290606, -119.216328",37.290606,-119.216328
7184-LRUUR,Female,0,No,No,22,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),65.25,1441.8,No,HOWIPZ8776,1,United States,California,Los Banos,93635,"36.995162, -120.955099",36.995162,-120.955099
6627-CFOSN,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.45,5623.7,No,MHHLTS6681,1,United States,California,Madera,93637,"36.902954, -120.194274",36.902954,-120.194274
3982-JGSFD,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,695.85,No,MDGNDO5654,1,United States,California,Madera,93638,"37.004068, -119.930027",37.004068,-119.930027
1574-DYCWE,Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1028.75,No,HDSTRQ9437,1,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221
7247-XOZPB,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),77.4,4155.95,No,YGDLZQ7514,1,United States,California,Miramonte,93641,"36.696759, -119.024051",36.696759,-119.024051
2466-FCCPT,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.7,395.6,No,LZLIIC5136,1,United States,California,North Fork,93643,"37.244307, -119.470256",37.244307,-119.470256
6211-WWLTF,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),99.7,6330.4,No,ZAQPMC5189,1,United States,California,Oakhurst,93644,"37.648647, -119.231447",37.648647,-119.231447
4826-TZEVA,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.8,2971.7,No,BGYSAN8496,1,United States,California,O Neals,93645,"37.140104, -119.657092",37.140104,-119.657092
6016-NXBNJ,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.15,638,No,NUKVQE4592,1,United States,California,Orange Cove,93646,"36.633498, -119.298895",36.633498,-119.298895
9138-EFSMO,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),78.95,2034.25,No,DNMNOQ6657,1,United States,California,Orosi,93647,"36.600185, -119.175655",36.600185,-119.175655
0576-WNXXC,Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2,Yes,WZHXOX5578,1,United States,California,Parlier,93648,"36.622237, -119.521126",36.622237,-119.521126
4632-XJMEX,Male,0,No,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),62.85,3419.5,No,YXVLGW9618,1,United States,California,Fresno,93650,"36.841655, -119.797113",36.841655,-119.797113
8910-LEDAG,Male,1,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.55,2427.35,No,TJBRVA8256,1,United States,California,Prather,93651,"37.007238, -119.505661",37.007238,-119.505661
3452-GWUIN,Female,1,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.95,1760.25,No,UKSCGF5346,1,United States,California,Raisin City,93652,"36.594542, -119.905245",36.594542,-119.905245
2716-GFZOR,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),86.1,3551.65,No,GDBYFZ7241,1,United States,California,Raymond,93653,"37.252057, -119.95783",37.252057,-119.95783
3724-UCSHY,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,122.9,No,XFBPJA5892,1,United States,California,Reedley,93654,"36.636638, -119.421842",36.636638,-119.421842
8626-XHBIE,Male,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1424.2,No,IHKNON8817,1,United States,California,Riverdale,93656,"36.452211, -119.94575",36.452211,-119.94575
4628-CTTLA,Male,0,No,No,57,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,2111.45,Yes,TKDARD5121,1,United States,California,Sanger,93657,"36.819628, -119.440414",36.819628,-119.440414
3192-LNKRK,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.05,2909.95,No,UGFESG8897,1,United States,California,San Joaquin,93660,"36.600193, -120.153393",36.600193,-120.153393
4439-YRNVD,Female,0,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,36.25,374,No,XOYGDG5138,1,United States,California,Selma,93662,"36.545322, -119.642281",36.545322,-119.642281
2876-VBBBL,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,Yes,QNIERJ4273,1,United States,California,Shaver Lake,93664,"37.223, -119.001021",37.223,-119.001021
6834-NXDCA,Female,0,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.9,300.8,Yes,TVRYHM3833,1,United States,California,South Dos Palos,93665,"36.959731, -120.653519",36.959731,-120.653519
2208-UGTGR,Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.6,5581.05,No,UDDELR4931,1,United States,California,Sultana,93666,"36.545353, -119.338535",36.545353,-119.338535
3005-TYFRD,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.65,5676.65,No,FFGHCK5576,1,United States,California,Tollhouse,93667,"36.993666, -119.348267",36.993666,-119.348267
8670-MEFCP,Female,0,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.9,3379.25,No,HABBDQ3571,1,United States,California,Tranquillity,93668,"36.635661, -120.288644",36.635661,-120.288644
3079-BCHLN,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,942.95,No,OIEFQL9842,1,United States,California,Wishon,93669,"37.287758, -119.548156",37.287758,-119.548156
7777-UNYHB,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.1,232.4,No,CVCFFP7483,1,United States,California,Traver,93673,"36.456091, -119.486225",36.456091,-119.486225
5597-GLBUC,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,Yes,BOZQQZ1782,1,United States,California,Squaw Valley,93675,"36.719141, -119.202677",36.719141,-119.202677
7278-CKDNC,Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,2088.45,No,RYMPTW7149,1,United States,California,Fresno,93701,"36.749403, -119.787574",36.749403,-119.787574
2748-MYRVK,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137,Yes,XNIZRH6122,1,United States,California,Fresno,93702,"36.739385, -119.753649",36.739385,-119.753649
8450-UYIBU,Female,1,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.85,1434.6,No,XWYHXC9871,1,United States,California,Fresno,93703,"36.768774, -119.762633",36.768774,-119.762633
2969-VAPYH,Female,0,No,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),60.5,3870,No,ZFABUZ6644,1,United States,California,Fresno,93704,"36.799648, -119.801247",36.799648,-119.801247
4822-YCXMX,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.8,2043.45,Yes,QPHWSP4833,1,United States,California,Fresno,93705,"36.78724, -119.827813",36.78724,-119.827813
7181-OQCUT,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.85,2215,No,NRINEP6215,1,United States,California,Fresno,93706,"36.654614, -119.903674",36.654614,-119.903674
8474-UMLNT,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),67.8,842.25,No,ENBKWN2841,1,United States,California,Fresno,93710,"36.822715, -119.761826",36.822715,-119.761826
9821-POOTN,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,2576.2,Yes,INLHHW1455,1,United States,California,San Dimas,91773,"34.102119, -117.815532",34.102119,-117.815532
3836-FZSDJ,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.85,1901,No,HXWEIL6445,1,United States,California,Fresno,93720,"36.878709, -119.7645",36.878709,-119.7645
9142-XMYJH,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.35,601.6,No,BJNTVX3571,1,United States,California,Fresno,93721,"36.732694, -119.783786",36.732694,-119.783786
6559-ILWKJ,Male,0,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,49.35,3515.25,Yes,AASUEB7134,1,United States,California,Fresno,93722,"36.78979, -119.929894",36.78979,-119.929894
0187-QSXOE,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.0,605.45,No,WZAZMU3112,1,United States,California,Fresno,93725,"36.623632, -119.741322",36.623632,-119.741322
7733-UDMTP,Female,1,No,No,57,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,3094.05,No,KXZUIZ6274,1,United States,California,Fresno,93726,"36.793601, -119.761131",36.793601,-119.761131
2649-HWLYB,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,No,DHVNCM1755,1,United States,California,Fresno,93727,"36.751489, -119.68072",36.751489,-119.68072
5214-CHIWJ,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,595.05,No,EEKWJN8833,1,United States,California,Fresno,93728,"36.757345, -119.818274",36.757345,-119.818274
4229-CZMLL,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,Yes,NUXYJS1561,1,United States,California,Salinas,93901,"36.64152, -121.622188",36.64152,-121.622188
6904-JLBGY,Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.35,8436.25,No,DSEADE7596,1,United States,California,Salinas,93905,"36.667794, -121.601306",36.667794,-121.601306
2465-BLLEU,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.75,19.75,No,ZJSDGB5864,1,United States,California,Salinas,93906,"36.722898, -121.633648",36.722898,-121.633648
1685-VAYJF,Male,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.2,492,No,IMQOSY1842,1,United States,California,Salinas,93907,"36.77462, -121.664714",36.77462,-121.664714
8874-EJNSR,Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,987.95,No,POGYDE3896,1,United States,California,Salinas,93908,"36.624338, -121.615669",36.624338,-121.615669
6917-YACBP,Female,1,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.75,5496.9,No,ZJZAKF5911,1,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221
5049-MUBWG,Male,0,No,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),75.0,1908.35,No,OYRPOI7943,1,United States,California,Carmel By The Sea,93921,"36.554618, -121.922239",36.554618,-121.922239
4223-WOZCM,Male,1,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,107.1,No,PQAPLQ3881,1,United States,California,Carmel,93923,"36.460611, -121.852507",36.460611,-121.852507
0769-MURVM,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.7,4575.35,No,OZZQHP6716,1,United States,California,Carmel Valley,93924,"36.414611, -121.6386",36.414611,-121.6386
9253-VIFJQ,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),67.05,4309.55,No,SENCJN7819,1,United States,California,Chualar,93925,"36.596271, -121.442274",36.596271,-121.442274
7030-FZTFM,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.9,7922.75,No,DNDAJA8273,1,United States,California,Gonzales,93926,"36.52588, -121.396719",36.52588,-121.396719
9741-YLNTD,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,No,RAFMVF2366,1,United States,California,Greenfield,93927,"36.248708, -121.386617",36.248708,-121.386617
5917-RYRMG,Male,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,587.7,No,SVGNLU2689,1,United States,California,Jolon,93928,"35.930782, -121.189757",35.930782,-121.189757
5120-ZBLAI,Female,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),75.7,3876.2,No,DCQCXN5219,1,United States,California,King City,93930,"36.220761, -120.980777",36.220761,-120.980777
1194-BHJYC,Male,0,Yes,No,61,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,62.15,3778.85,No,YMODVP2312,1,United States,California,Lockwood,93932,"35.989792, -121.055933",35.989792,-121.055933
3663-MITLP,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,1457.25,Yes,LFMRWB9911,1,United States,California,Marina,93933,"36.689582, -121.758398",36.689582,-121.758398
0906-QVPMS,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.15,8349.45,No,LJWXTC2867,1,United States,California,Monterey,93940,"36.362741, -121.869685",36.362741,-121.869685
9025-ZRPVR,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,Yes,ZYXRUN3878,1,United States,California,Pacific Grove,93950,"36.618337, -121.926417",36.618337,-121.926417
1905-OEILC,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,19.5,No,VXVUGC8462,1,United States,California,Pebble Beach,93953,"36.587497, -121.944815",36.587497,-121.944815
7858-GTZSP,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,1066.9,No,HWYGWV4937,1,United States,California,San Lucas,93954,"36.125529, -120.864443",36.125529,-120.864443
3285-UCQVC,Female,0,No,No,37,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,973.55,Yes,GXNNWD5646,1,United States,California,Seaside,93955,"36.625114, -121.823565",36.625114,-121.823565
6248-BSHKG,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,1226.45,No,IEEHHE1897,1,United States,California,Soledad,93960,"36.414216, -121.360597",36.414216,-121.360597
4685-TFLLS,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,342.3,No,PZSFGL5672,1,United States,California,Spreckels,93962,"36.624641, -121.647195",36.624641,-121.647195
